"SEMEL_YISHUV","year","alarm","locality","loc","date","distance","alert","month","Pop_Total","district","geometry"
351,2015,1,"ניצן","ניצן",2015-05-26,20.1941971675792,1,5,1850,"HaDarom",c(34.631012, 31.739369)
351,2016,1,"ניצן","ניצן",2016-09-20,20.1941971675792,1,9,1980,"HaDarom",c(34.631012, 31.739369)
351,2018,1,"ניצן","ניצן",2018-11-12,20.1941971675792,1,11,2343,"HaDarom",c(34.631012, 31.739369)
351,2019,1,"ניצן","ניצן",2019-11-12,20.1941971675792,1,11,2461,"HaDarom",c(34.631012, 31.739369)
351,2019,1,"ניצן","ניצן",2019-05-04,20.1941971675792,1,5,2461,"HaDarom",c(34.631012, 31.739369)
351,2021,1,"ניצן","ניצן",2021-05-18,20.1941971675792,1,5,2660,"HaDarom",c(34.631012, 31.739369)
351,2022,1,"ניצן","ניצן",2022-08-06,20.1941971675792,1,8,2696,"HaDarom",c(34.631012, 31.739369)
351,2023,1,"ניצן","ניצן",2023-12-13,20.1941971675792,1,12,NA,"HaDarom",c(34.631012, 31.739369)
351,2023,1,"ניצן","ניצן",2023-10-20,20.1941971675792,1,10,NA,"HaDarom",c(34.631012, 31.739369)
351,2023,1,"ניצן","ניצן",2023-11-04,20.1941971675792,1,11,NA,"HaDarom",c(34.631012, 31.739369)
351,2023,1,"ניצן","ניצן",2023-05-13,20.1941971675792,1,5,NA,"HaDarom",c(34.631012, 31.739369)
352,2014,1,"גבולות","גבולות",2014-08-20,12.3945999977409,1,8,290,"HaDarom",c(34.465442, 31.210295)
352,2014,1,"גבולות","גבולות",2014-10-19,12.3945999977409,1,10,290,"HaDarom",c(34.465442, 31.210295)
352,2016,1,"גבולות","גבולות",2016-09-20,12.3945999977409,1,9,320,"HaDarom",c(34.465442, 31.210295)
352,2018,1,"גבולות","גבולות",2018-08-09,12.3945999977409,1,8,345,"HaDarom",c(34.465442, 31.210295)
352,2018,1,"גבולות","גבולות",2018-05-30,12.3945999977409,1,5,345,"HaDarom",c(34.465442, 31.210295)
352,2021,1,"גבולות","גבולות",2021-05-13,12.3945999977409,1,5,399,"HaDarom",c(34.465442, 31.210295)
352,2023,1,"גבולות","גבולות",2023-10-10,12.3945999977409,1,10,NA,"HaDarom",c(34.465442, 31.210295)
353,2016,1,"כפר תקווה","כפרתקווה",2016-09-20,136.000138233615,1,9,90,"HaZafon",c(35.115035, 32.701338)
353,2018,1,"כפר תקווה","כפרתקווה",2018-09-05,136.000138233615,1,9,79,"HaZafon",c(35.115035, 32.701338)
354,2014,1,"רביבים","רביבים",2014-10-19,42.6597305901043,1,10,1040,"HaDarom",c(34.7209294, 31.044355)
354,2014,1,"רביבים","רביבים",2014-07-29,42.6597305901043,1,7,1040,"HaDarom",c(34.7209294, 31.044355)
354,2014,1,"רביבים","רביבים",2014-08-24,42.6597305901043,1,8,1040,"HaDarom",c(34.7209294, 31.044355)
354,2016,1,"רביבים","רביבים",2016-09-20,42.6597305901043,1,9,1050,"HaDarom",c(34.7209294, 31.044355)
354,2016,1,"רביבים","רביבים",2016-12-13,42.6597305901043,1,12,1050,"HaDarom",c(34.7209294, 31.044355)
354,2017,1,"רביבים","רביבים",2017-11-26,42.6597305901043,1,11,1076,"HaDarom",c(34.7209294, 31.044355)
355,2014,1,"חורשים","חורשים",2014-08-02,75.0161728337923,1,8,300,"HaMerkaz",c(34.970238, 32.138416)
355,2016,1,"חורשים","חורשים",2016-09-20,75.0161728337923,1,9,310,"HaMerkaz",c(34.970238, 32.138416)
355,2016,1,"חורשים","חורשים",2016-12-20,75.0161728337923,1,12,310,"HaMerkaz",c(34.970238, 32.138416)
355,2018,1,"חורשים","חורשים",2018-12-26,75.0161728337923,1,12,331,"HaMerkaz",c(34.970238, 32.138416)
355,2021,1,"חורשים","חורשים",2021-05-11,75.0161728337923,1,5,351,"HaMerkaz",c(34.970238, 32.138416)
355,2023,1,"חורשים","חורשים",2023-11-05,75.0161728337923,1,11,NA,"HaMerkaz",c(34.970238, 32.138416)
355,2023,1,"חורשים","חורשים",2023-10-28,75.0161728337923,1,10,NA,"HaMerkaz",c(34.970238, 32.138416)
356,2016,1,"הגושרים","הגושרים",2016-12-06,208.66262258948,1,12,750,"HaZafon",c(35.6230576, 33.2201709)
356,2016,1,"הגושרים","הגושרים",2016-09-20,208.66262258948,1,9,750,"HaZafon",c(35.6230576, 33.2201709)
356,2018,1,"הגושרים","הגושרים",2018-02-10,208.66262258948,1,2,809,"HaZafon",c(35.6230576, 33.2201709)
356,2019,1,"הגושרים","הגושרים",2019-05-20,208.66262258948,1,5,820,"HaZafon",c(35.6230576, 33.2201709)
356,2023,1,"הגושרים","הגושרים",2023-12-01,208.66262258948,1,12,NA,"HaZafon",c(35.6230576, 33.2201709)
356,2023,1,"הגושרים","הגושרים",2023-11-06,208.66262258948,1,11,NA,"HaZafon",c(35.6230576, 33.2201709)
356,2023,1,"הגושרים","הגושרים",2023-10-12,208.66262258948,1,10,NA,"HaZafon",c(35.6230576, 33.2201709)
357,2014,1,"כפר בלום","כפרבלום",2014-08-21,203.663816097231,1,8,630,"HaZafon",c(35.6066025, 33.172328)
357,2014,1,"כפר בלום","כפרבלום",2014-07-29,203.663816097231,1,7,630,"HaZafon",c(35.6066025, 33.172328)
357,2015,1,"כפר בלום","כפרבלום",2015-04-28,203.663816097231,1,4,680,"HaZafon",c(35.6066025, 33.172328)
357,2016,1,"כפר בלום","כפרבלום",2016-09-20,203.663816097231,1,9,700,"HaZafon",c(35.6066025, 33.172328)
357,2016,1,"כפר בלום","כפרבלום",2016-12-06,203.663816097231,1,12,700,"HaZafon",c(35.6066025, 33.172328)
357,2018,1,"כפר בלום","כפרבלום",2018-02-10,203.663816097231,1,2,771,"HaZafon",c(35.6066025, 33.172328)
357,2019,1,"כפר בלום","כפרבלום",2019-05-20,203.663816097231,1,5,766,"HaZafon",c(35.6066025, 33.172328)
357,2023,1,"כפר בלום","כפרבלום",2023-12-08,203.663816097231,1,12,NA,"HaZafon",c(35.6066025, 33.172328)
358,2014,1,"יד מרדכי","ידמרדכי",2014-09-18,2.63342409546867,1,9,690,"HaDarom",c(34.5576449, 31.589037)
358,2014,1,"יד מרדכי","ידמרדכי",2014-08-04,2.63342409546867,1,8,690,"HaDarom",c(34.5576449, 31.589037)
358,2014,1,"יד מרדכי","ידמרדכי",2014-07-30,2.63342409546867,1,7,690,"HaDarom",c(34.5576449, 31.589037)
358,2015,1,"יד מרדכי","ידמרדכי",2015-10-10,2.63342409546867,1,10,680,"HaDarom",c(34.5576449, 31.589037)
358,2016,1,"יד מרדכי","ידמרדכי",2016-09-20,2.63342409546867,1,9,740,"HaDarom",c(34.5576449, 31.589037)
358,2017,1,"יד מרדכי","ידמרדכי",2017-07-12,2.63342409546867,1,7,748,"HaDarom",c(34.5576449, 31.589037)
358,2017,1,"יד מרדכי","ידמרדכי",2017-03-18,2.63342409546867,1,3,748,"HaDarom",c(34.5576449, 31.589037)
358,2017,1,"יד מרדכי","ידמרדכי",2017-12-07,2.63342409546867,1,12,748,"HaDarom",c(34.5576449, 31.589037)
358,2017,1,"יד מרדכי","ידמרדכי",2017-08-21,2.63342409546867,1,8,748,"HaDarom",c(34.5576449, 31.589037)
358,2017,1,"יד מרדכי","ידמרדכי",2017-10-07,2.63342409546867,1,10,748,"HaDarom",c(34.5576449, 31.589037)
358,2018,1,"יד מרדכי","ידמרדכי",2018-10-17,2.63342409546867,1,10,767,"HaDarom",c(34.5576449, 31.589037)
358,2018,1,"יד מרדכי","ידמרדכי",2018-03-25,2.63342409546867,1,3,767,"HaDarom",c(34.5576449, 31.589037)
358,2018,1,"יד מרדכי","ידמרדכי",2018-11-13,2.63342409546867,1,11,767,"HaDarom",c(34.5576449, 31.589037)
358,2018,1,"יד מרדכי","ידמרדכי",2018-06-20,2.63342409546867,1,6,767,"HaDarom",c(34.5576449, 31.589037)
358,2018,1,"יד מרדכי","ידמרדכי",2018-08-09,2.63342409546867,1,8,767,"HaDarom",c(34.5576449, 31.589037)
358,2018,1,"יד מרדכי","ידמרדכי",2018-07-25,2.63342409546867,1,7,767,"HaDarom",c(34.5576449, 31.589037)
358,2018,1,"יד מרדכי","ידמרדכי",2018-02-18,2.63342409546867,1,2,767,"HaDarom",c(34.5576449, 31.589037)
358,2018,1,"יד מרדכי","ידמרדכי",2018-05-29,2.63342409546867,1,5,767,"HaDarom",c(34.5576449, 31.589037)
358,2019,1,"יד מרדכי","ידמרדכי",2019-05-05,2.63342409546867,1,5,737,"HaDarom",c(34.5576449, 31.589037)
358,2019,1,"יד מרדכי","ידמרדכי",2019-03-25,2.63342409546867,1,3,737,"HaDarom",c(34.5576449, 31.589037)
358,2019,1,"יד מרדכי","ידמרדכי",2019-09-11,2.63342409546867,1,9,737,"HaDarom",c(34.5576449, 31.589037)
358,2019,1,"יד מרדכי","ידמרדכי",2019-11-12,2.63342409546867,1,11,737,"HaDarom",c(34.5576449, 31.589037)
358,2020,1,"יד מרדכי","ידמרדכי",2020-10-22,2.63342409546867,1,10,746,"HaDarom",c(34.5576449, 31.589037)
358,2020,1,"יד מרדכי","ידמרדכי",2020-01-30,2.63342409546867,1,1,746,"HaDarom",c(34.5576449, 31.589037)
358,2020,1,"יד מרדכי","ידמרדכי",2020-02-24,2.63342409546867,1,2,746,"HaDarom",c(34.5576449, 31.589037)
358,2021,1,"יד מרדכי","ידמרדכי",2021-04-24,2.63342409546867,1,4,792,"HaDarom",c(34.5576449, 31.589037)
358,2021,1,"יד מרדכי","ידמרדכי",2021-05-14,2.63342409546867,1,5,792,"HaDarom",c(34.5576449, 31.589037)
358,2021,1,"יד מרדכי","ידמרדכי",2021-10-18,2.63342409546867,1,10,792,"HaDarom",c(34.5576449, 31.589037)
358,2022,1,"יד מרדכי","ידמרדכי",2022-08-07,2.63342409546867,1,8,830,"HaDarom",c(34.5576449, 31.589037)
358,2023,1,"יד מרדכי","ידמרדכי",2023-12-12,2.63342409546867,1,12,NA,"HaDarom",c(34.5576449, 31.589037)
358,2023,1,"יד מרדכי","ידמרדכי",2023-11-06,2.63342409546867,1,11,NA,"HaDarom",c(34.5576449, 31.589037)
358,2023,1,"יד מרדכי","ידמרדכי",2023-05-03,2.63342409546867,1,5,NA,"HaDarom",c(34.5576449, 31.589037)
358,2023,1,"יד מרדכי","ידמרדכי",2023-10-10,2.63342409546867,1,10,NA,"HaDarom",c(34.5576449, 31.589037)
359,2014,1,"ניצנים","ניצנים",2014-08-23,18.49777005121,1,8,380,"HaDarom",c(34.634534, 31.7170384)
359,2014,1,"ניצנים","ניצנים",2014-07-29,18.49777005121,1,7,380,"HaDarom",c(34.634534, 31.7170384)
359,2015,1,"ניצנים","ניצנים",2015-05-26,18.49777005121,1,5,340,"HaDarom",c(34.634534, 31.7170384)
359,2015,1,"ניצנים","ניצנים",2015-09-29,18.49777005121,1,9,340,"HaDarom",c(34.634534, 31.7170384)
359,2016,1,"ניצנים","ניצנים",2016-09-20,18.49777005121,1,9,360,"HaDarom",c(34.634534, 31.7170384)
359,2018,1,"ניצנים","ניצנים",2018-11-12,18.49777005121,1,11,382,"HaDarom",c(34.634534, 31.7170384)
359,2019,1,"ניצנים","ניצנים",2019-05-05,18.49777005121,1,5,421,"HaDarom",c(34.634534, 31.7170384)
359,2019,1,"ניצנים","ניצנים",2019-12-25,18.49777005121,1,12,421,"HaDarom",c(34.634534, 31.7170384)
359,2019,1,"ניצנים","ניצנים",2019-11-12,18.49777005121,1,11,421,"HaDarom",c(34.634534, 31.7170384)
359,2021,1,"ניצנים","ניצנים",2021-05-20,18.49777005121,1,5,613,"HaDarom",c(34.634534, 31.7170384)
359,2022,1,"ניצנים","ניצנים",2022-08-06,18.49777005121,1,8,624,"HaDarom",c(34.634534, 31.7170384)
359,2023,1,"ניצנים","ניצנים",2023-12-08,18.49777005121,1,12,NA,"HaDarom",c(34.634534, 31.7170384)
359,2023,1,"ניצנים","ניצנים",2023-10-11,18.49777005121,1,10,NA,"HaDarom",c(34.634534, 31.7170384)
359,2023,1,"ניצנים","ניצנים",2023-11-20,18.49777005121,1,11,NA,"HaDarom",c(34.634534, 31.7170384)
360,2014,1,"גבעת ניל""י","גבעתנילי",2014-07-28,117.371253166817,1,7,730,"Haifa",c(35.0428094, 32.5480851)
360,2016,1,"גבעת ניל""י","גבעתנילי",2016-09-20,117.371253166817,1,9,720,"Haifa",c(35.0428094, 32.5480851)
360,2016,1,"גבעת ניל""י","גבעתנילי",2016-06-22,117.371253166817,1,6,720,"Haifa",c(35.0428094, 32.5480851)
360,2019,1,"גבעת ניל''י","גבעתנילי",2019-07-31,117.371253166817,1,7,730,"Haifa",c(35.0428094, 32.5480851)
362,2015,1,"רוחמה","רוחמה",2015-04-23,13.2322630183185,1,4,580,"HaDarom",c(34.7050949, 31.49733)
362,2016,1,"רוחמה","רוחמה",2016-09-20,13.2322630183185,1,9,600,"HaDarom",c(34.7050949, 31.49733)
362,2016,1,"רוחמה","רוחמה",2016-03-11,13.2322630183185,1,3,600,"HaDarom",c(34.7050949, 31.49733)
362,2017,1,"רוחמה","רוחמה",2017-12-08,13.2322630183185,1,12,643,"HaDarom",c(34.7050949, 31.49733)
362,2018,1,"רוחמה","רוחמה",2018-08-09,13.2322630183185,1,8,686,"HaDarom",c(34.7050949, 31.49733)
362,2018,1,"רוחמה","רוחמה",2018-05-29,13.2322630183185,1,5,686,"HaDarom",c(34.7050949, 31.49733)
362,2018,1,"רוחמה","רוחמה",2018-11-12,13.2322630183185,1,11,686,"HaDarom",c(34.7050949, 31.49733)
362,2018,1,"רוחמה","רוחמה",2018-07-14,13.2322630183185,1,7,686,"HaDarom",c(34.7050949, 31.49733)
362,2019,1,"רוחמה","רוחמה",2019-05-04,13.2322630183185,1,5,689,"HaDarom",c(34.7050949, 31.49733)
362,2023,1,"רוחמה","רוחמה",2023-02-13,13.2322630183185,1,2,NA,"HaDarom",c(34.7050949, 31.49733)
363,2014,1,"חפץ חיים","חפץחיים",2014-07-29,34.6871308463535,1,7,470,"HaMerkaz",c(34.8011815, 31.7887894)
363,2014,1,"חפץ חיים","חפץחיים",2014-08-05,34.6871308463535,1,8,470,"HaMerkaz",c(34.8011815, 31.7887894)
363,2016,1,"חפץ חיים","חפץחיים",2016-09-20,34.6871308463535,1,9,510,"HaMerkaz",c(34.8011815, 31.7887894)
363,2017,1,"חפץ חיים","חפץחיים",2017-08-08,34.6871308463535,1,8,530,"HaMerkaz",c(34.8011815, 31.7887894)
363,2019,1,"חפץ חיים","חפץחיים",2019-05-04,34.6871308463535,1,5,558,"HaMerkaz",c(34.8011815, 31.7887894)
363,2019,1,"חפץ חיים","חפץחיים",2019-11-12,34.6871308463535,1,11,558,"HaMerkaz",c(34.8011815, 31.7887894)
363,2021,1,"חפץ חיים","חפץחיים",2021-05-11,34.6871308463535,1,5,586,"HaMerkaz",c(34.8011815, 31.7887894)
363,2023,1,"חפץ חיים","חפץחיים",2023-05-12,34.6871308463535,1,5,NA,"HaMerkaz",c(34.8011815, 31.7887894)
363,2023,1,"חפץ חיים","חפץחיים",2023-10-07,34.6871308463535,1,10,NA,"HaMerkaz",c(34.8011815, 31.7887894)
364,2014,1,"כפר אוריה","כפראוריה",2014-08-19,45.1137401445111,1,8,890,"Jerusalem",c(34.947352, 31.7923861)
364,2014,1,"כפר אוריה","כפראוריה",2014-07-29,45.1137401445111,1,7,890,"Jerusalem",c(34.947352, 31.7923861)
364,2016,1,"כפר אוריה","כפראוריה",2016-07-06,45.1137401445111,1,7,920,"Jerusalem",c(34.947352, 31.7923861)
364,2016,1,"כפר אוריה","כפראוריה",2016-09-20,45.1137401445111,1,9,920,"Jerusalem",c(34.947352, 31.7923861)
364,2017,1,"כפר אוריה","כפראוריה",2017-12-05,45.1137401445111,1,12,936,"Jerusalem",c(34.947352, 31.7923861)
364,2019,1,"כפר אוריה","כפראוריה",2019-11-13,45.1137401445111,1,11,947,"Jerusalem",c(34.947352, 31.7923861)
364,2019,1,"כפר אוריה","כפראוריה",2019-05-04,45.1137401445111,1,5,947,"Jerusalem",c(34.947352, 31.7923861)
364,2023,1,"כפר אוריה","כפראוריה",2023-10-07,45.1137401445111,1,10,NA,"Jerusalem",c(34.947352, 31.7923861)
365,2015,1,"בית קשת","ביתקשת",2015-03-11,150.705147664238,1,3,590,"HaZafon",c(35.394159, 32.7181025)
365,2016,1,"בית קשת","ביתקשת",2016-09-20,150.705147664238,1,9,610,"HaZafon",c(35.394159, 32.7181025)
365,2017,1,"בית קשת","ביתקשת",2017-07-18,150.705147664238,1,7,648,"HaZafon",c(35.394159, 32.7181025)
366,2014,1,"שמיר","שמיר",2014-08-21,205.547650947654,1,8,900,"HaZafon",c(35.6607399, 33.166208)
366,2014,1,"שמיר","שמיר",2014-07-29,205.547650947654,1,7,900,"HaZafon",c(35.6607399, 33.166208)
366,2015,1,"שמיר","שמיר",2015-04-28,205.547650947654,1,4,900,"HaZafon",c(35.6607399, 33.166208)
366,2016,1,"שמיר","שמיר",2016-09-20,205.547650947654,1,9,890,"HaZafon",c(35.6607399, 33.166208)
366,2016,1,"שמיר","שמיר",2016-12-06,205.547650947654,1,12,890,"HaZafon",c(35.6607399, 33.166208)
366,2018,1,"שמיר","שמיר",2018-02-10,205.547650947654,1,2,912,"HaZafon",c(35.6607399, 33.166208)
366,2019,1,"שמיר","שמיר",2019-05-20,205.547650947654,1,5,922,"HaZafon",c(35.6607399, 33.166208)
367,2015,1,"עין העמק","עיןהעמק",2015-03-11,127.196734244907,1,3,750,"HaZafon",c(35.0849255, 32.628988)
367,2016,1,"עין העמק","עיןהעמק",2016-06-22,127.196734244907,1,6,770,"HaZafon",c(35.0849255, 32.628988)
367,2016,1,"עין העמק","עיןהעמק",2016-09-20,127.196734244907,1,9,770,"HaZafon",c(35.0849255, 32.628988)
369,2015,1,"גלעד","גלעד",2015-03-11,119.900140031712,1,3,460,"HaZafon",c(35.0756085, 32.557258)
369,2016,1,"גלעד","גלעד",2016-09-20,119.900140031712,1,9,480,"HaZafon",c(35.0756085, 32.557258)
369,2016,1,"גלעד","גלעד",2016-06-22,119.900140031712,1,6,480,"HaZafon",c(35.0756085, 32.557258)
371,2015,1,"כדורי","כדורי",2015-03-11,150.197383460821,1,3,170,"HaZafon",c(35.406304, 32.7062395)
371,2016,1,"כדורי","כדורי",2016-09-20,150.197383460821,1,9,230,"HaZafon",c(35.406304, 32.7062395)
371,2017,1,"כדורי","כדורי",2017-07-18,150.197383460821,1,7,230,"HaZafon",c(35.406304, 32.7062395)
372,2016,1,"רמות נפתלי","רמותנפתלי",2016-12-06,194.007913887517,1,12,560,"HaZafon",c(35.5530306, 33.104339)
372,2016,1,"רמות נפתלי","רמותנפתלי",2016-09-20,194.007913887517,1,9,560,"HaZafon",c(35.5530306, 33.104339)
372,2018,1,"רמות נפתלי","רמותנפתלי",2018-02-10,194.007913887517,1,2,556,"HaZafon",c(35.5530306, 33.104339)
372,2019,1,"רמות נפתלי","רמותנפתלי",2019-05-20,194.007913887517,1,5,546,"HaZafon",c(35.5530306, 33.104339)
372,2023,1,"רמות נפתלי","רמותנפתלי",2023-10-09,194.007913887517,1,10,NA,"HaZafon",c(35.5530306, 33.104339)
372,2023,1,"רמות נפתלי","רמותנפתלי",2023-11-22,194.007913887517,1,11,NA,"HaZafon",c(35.5530306, 33.104339)
373,2016,1,"בית הלוי","ביתהלוי",2016-09-20,93.2014853712629,1,9,800,"HaMerkaz",c(34.932115, 32.3542399)
373,2017,1,"בית הלוי","ביתהלוי",2017-02-07,93.2014853712629,1,2,813,"HaMerkaz",c(34.932115, 32.3542399)
374,2015,1,"חוקוק","חוקוק",2015-03-11,170.781418724473,1,3,540,"HaZafon",c(35.4950805, 32.8798715)
374,2016,1,"חוקוק","חוקוק",2016-09-20,170.781418724473,1,9,570,"HaZafon",c(35.4950805, 32.8798715)
374,2017,1,"חוקוק","חוקוק",2017-07-18,170.781418724473,1,7,595,"HaZafon",c(35.4950805, 32.8798715)
374,2019,1,"חוקוק","חוקוק",2019-05-20,170.781418724473,1,5,612,"HaZafon",c(35.4950805, 32.8798715)
374,2022,1,"חוקוק","חוקוק",2022-02-18,170.781418724473,1,2,646,"HaZafon",c(35.4950805, 32.8798715)
376,2015,1,"עברון","עברון",2015-12-20,164.947792955903,1,12,760,"HaZafon",c(35.1008106, 32.991333)
376,2016,1,"עברון","עברון",2016-12-06,164.947792955903,1,12,780,"HaZafon",c(35.1008106, 32.991333)
376,2016,1,"עברון","עברון",2016-09-20,164.947792955903,1,9,780,"HaZafon",c(35.1008106, 32.991333)
376,2019,1,"עברון","עברון",2019-05-20,164.947792955903,1,5,847,"HaZafon",c(35.1008106, 32.991333)
377,2016,1,"המעפיל","המעפיל",2016-06-22,98.2178384297582,1,6,800,"HaMerkaz",c(34.9835834, 32.377769)
377,2016,1,"המעפיל","המעפיל",2016-09-20,98.2178384297582,1,9,800,"HaMerkaz",c(34.9835834, 32.377769)
378,2014,1,"משגב עם","משגבעם",2014-09-11,208.41768143123,1,9,300,"HaZafon",c(35.549423, 33.247304)
378,2014,1,"משגב עם","משגבעם",2014-08-25,208.41768143123,1,8,300,"HaZafon",c(35.549423, 33.247304)
378,2016,1,"משגב עם","משגבעם",2016-12-06,208.41768143123,1,12,320,"HaZafon",c(35.549423, 33.247304)
378,2016,1,"משגב עם","משגבעם",2016-09-20,208.41768143123,1,9,320,"HaZafon",c(35.549423, 33.247304)
378,2018,1,"משגב עם","משגבעם",2018-02-10,208.41768143123,1,2,337,"HaZafon",c(35.549423, 33.247304)
378,2019,1,"משגב עם","משגבעם",2019-05-20,208.41768143123,1,5,339,"HaZafon",c(35.549423, 33.247304)
378,2021,1,"משגב עם","משגבעם",2021-05-17,208.41768143123,1,5,358,"HaZafon",c(35.549423, 33.247304)
378,2023,1,"משגב עם","משגבעם",2023-12-15,208.41768143123,1,12,NA,"HaZafon",c(35.549423, 33.247304)
378,2023,1,"משגב עם","משגבעם",2023-10-12,208.41768143123,1,10,NA,"HaZafon",c(35.549423, 33.247304)
378,2023,1,"משגב עם","משגבעם",2023-11-19,208.41768143123,1,11,NA,"HaZafon",c(35.549423, 33.247304)
380,2014,1,"להבות הבשן","להבותהבשן",2014-08-21,202.744618215352,1,8,840,"HaZafon",c(35.64826, 33.140549)
380,2014,1,"להבות הבשן","להבותהבשן",2014-07-29,202.744618215352,1,7,840,"HaZafon",c(35.64826, 33.140549)
380,2015,1,"להבות הבשן","להבותהבשן",2015-04-28,202.744618215352,1,4,870,"HaZafon",c(35.64826, 33.140549)
380,2016,1,"להבות הבשן","להבותהבשן",2016-12-06,202.744618215352,1,12,860,"HaZafon",c(35.64826, 33.140549)
